Id,Employer,Jobtitle,Startdate,Enddate,Salary,Location,Experience,Specialization,description,no
174,Allied Rescue Services,Marketing manager/supervisor,Feb-2012,Jan-1935,3000000,NULL,-77,Marketing,"â€¢	Identifying new customers and selling company products to them
â€¢	Supervision of daily activities carried out by my subordinates.
â€¢	Collating field data and reporting it to the Chief Executive Officer
â€¢	Ensuring continuous sales of company services
â€¢	Maintenance of  customers
â€¢	Setting up marketing procedure/strategy
â€¢	Performing administrative duties as would be assigned",200
175,Gozy-Makson Ventures Entreprise,Manager,Apr-2010,Feb-2012,1200000,NULL,2,Marketing,"General Supervision of daily activities in the office.
â€¢	Farm records analyst.
â€¢	Staff Recruitment, training and coordination.
â€¢	Stock management (Purchasing and Utilisation).
â€¢	Cost management.
â€¢	Production and Product development and delivery monitoring.
â€¢	Business development and Customer sustenance.
â€¢	Budgeting and implementing.
â€¢	Market development and coordination.
â€¢	Office equipment procurement
â€¢	Coordinating marketing, sales and administrative activities
â€¢	Daily Collation of reports from staff.
â€¢	Reporting to the Managing director as at when due.
â€¢	Making sure that every activity in and outside the office is in line with the companyâ€™s goals and objectives.

Accomplishments
â€¢	Increased revenues
â€¢	Increased efficiencies
â€¢	Increased sales
â€¢	Improved workplace safety
â€¢	Purchasing accomplishments
â€¢	New products/new lines
â€¢	Improved record-keeping process
â€¢	Increased productivity",200
176,Gozy-Makson Ventures Entreprise,Manager,Apr-2010,Feb-2012,1200000,NULL,2,Marketing,"General Supervision of daily activities in the office.
â€¢	Farm records analyst.
â€¢	Staff Recruitment, training and coordination.
â€¢	Stock management (Purchasing and Utilisation).
â€¢	Cost management.
â€¢	Production and Product development and delivery monitoring.
â€¢	Business development and Customer sustenance.
â€¢	Budgeting and implementing.
â€¢	Market development and coordination.
â€¢	Office equipment procurement
â€¢	Coordinating marketing, sales and administrative activities
â€¢	Daily Collation of reports from staff.
â€¢	Reporting to the Managing director as at when due.
â€¢	Making sure that every activity in and outside the office is in line with the companyâ€™s goals and objectives.

Accomplishments
â€¢	Increased revenues
â€¢	Increased efficiencies
â€¢	Increased sales
â€¢	Improved workplace safety
â€¢	Purchasing accomplishments
â€¢	New products/new lines
â€¢	Improved record-keeping process
â€¢	Increased productivity",200
177,Equitorial Trust bank Limited,Relationship Manager,Dec-2008,Mar-2010,3000000,NULL,2,Banking,"â€¢	Customer relationship.
â€¢	Identification of market opportunities.
â€¢	Utilisation of new opportunities.
â€¢	Collection of new account documents.
â€¢	Opening of accounts, savings, current, dorm, fixed accounts.
â€¢	Customer Maintenance.
â€¢	Risk asset portfolio creation and management, APG, Consumer loans, Temporary Overdraft, Term loan, over draft.
â€¢	Financial advice.
â€¢	Expanding customer network base.
â€¢	Bundle selling.
â€¢	Writing Credit Appraisal Memorandum.
â€¢	Reporting, daily activities to the supervisor.
Accomplishments
â€¢	Opened over 500 accounts.
â€¢	Generated 4.6 Billion Naira Advance payment guarantee.
â€¢	Generated over 70 million Naira deposit cash balance as at the date of leaving.
â€¢	Two times First runner up on employee of the month.",200
178,Orifok Entreprise,Business Development/Accounts Officer,Oct-2007,Nov-2008,480000,NULL,1,Construction,"â€¢	Be responsible for order management, credit control etc.
â€¢	Territory management.
â€¢	Marketing strategy and planning
â€¢	Selling and new account development.
â€¢	Record of inventory.
â€¢	Record of daily sales receipt.",200
179,INTERCONTINENTAL BANK PLC,BULK TELLER,Apr-2005,May-2006,30,NULL,1,Banking,RECEIVES CASH FROM CUSTOMERS.,5986
180,UNIVERSAL GASES LIMITED,ACCOUNT OFFICER,Nov-2009,Nov-2011,45,NULL,2,Oil & Gas,WORKS IN ACCOUNTS DEPARTMENT.,5986
181,PDL Toll,Linguist and Administrator,May-2011,Oct-2011,0,NULL,0,Logistics,Carrying out all the administration work at Kinshasa HQ.,2252
182,PDL Toll,Linguist and Administrator,May-2011,Oct-2011,0,NULL,0,Logistics,Carrying out all the administration work at Kinshasa HQ.,2252
183,PDL Toll,Linguist and Administrator,May-2011,Oct-2011,2000,NULL,0,Logistics,"Carrying out all the administration work at Kinshasa HQ,  Translation of official documents.",2252
184,IFAD/CBRDP SOKOTO,Secretary REDFLS department,Sep-2006,Sep-2007,114000,NULL,1,Secreatry,"â€¢	Taking field work reports.
â€¢	Report analysis.
â€¢	Receiving memos, letters, etc. from other departments.
â€¢	Update of daily visitors.
â€¢	Typing mails.
â€¢	Preparing meetings.
â€¢	Taking minutes.",200
188,DataSci Limited,human resources executive,Jun-2010,Mar-2012,1.8,NULL,2,HR,"Recruitment
Performance Management
HRIS Management
Training & Development
Employee Relations & Communication
Benefits Administration
Advisory Roles
Strategic Decision Making",4438
187,"Francisco Xavier Olazabal, Lda, AP+LD Architects",Architect,Oct-1992,Oct-2011,0,NULL,19,Architecture,,950
189,NeShama Concepts,Consultant,Feb-2009,May-2010,1.2,NULL,1,HR,"Training Components Development
Preparation of Presentations
Client Engagement
Training & Development
Employee Relations & Communication
Benefits Administration
Advisory Roles
Strategic Decision Making
Business Relationship Management",4438
190,Pathcare Nigeria,HR Officer,Dec-2006,Jan-2009,0,NULL,3,HR,"Recruitment, Selection & Orientation
Performance Management 
On-boarding, Training & Development
Employee Relations & Communication
Benefits Administration
Advisory Roles
Strategic Decision Making
Business Relationship Management",4438
191,Ministry of Public Works and Construction( Government ofZImbabwe),Mechanical Engineer,Jan-2010,Jan-1935,0,NULL,-75,Construction,"Ministry of Public Works provides technical services in the design, construction, maintenance and management of government buildings.

Duties and responsibilities
1) Maintenance planning of Plant and Equipment in Government Buildings.
2) Designing, tendering, installation and commissioning of Building    Services. 
3) Evaluate and monitor contractual work in maintenance and construction environments.
4) Identifying, recommending and submitting budgetary and logistical consideration for the attainment of improved efficiencies     
5) Responsible for matters of compliance to the Factory and Works Act.
6) Reporting to the Chief Engineer.

Building services include â€“	Air conditioning and Ventilation, Fire Protection Systems, Cold and Hot Water Reticulation System, Steam Reticulation System, Boilers and Incinerators.",4056
192,Ministry of Public Works and Construction( Government ofZImbabwe),Mechanical Engineer,Jan-2010,Jan-1935,0,NULL,-75,Construction,"Ministry of Public Works provides technical services in the design, construction, maintenance and management of government buildings.

Duties and responsibilities
1) Maintenance planning of Plant and Equipment in Government Buildings.
2) Designing, tendering, installation and commissioning of Building    Services. 
3) Evaluate and monitor contractual work in maintenance and construction environments.
4) Identifying, recommending and submitting budgetary and logistical consideration for the attainment of improved efficiencies     
5) Responsible for matters of compliance to the Factory and Works Act.
6) Reporting to the Chief Engineer.

Building services include â€“	Air conditioning and Ventilation, Fire Protection Systems, Cold and Hot Water Reticulation System, Steam Reticulation System, Boilers and Incinerators.",4056
193,C.I.C INSURANCE COMPANY,MANAGEMENT TRAINEE,Oct-2009,Jan-2010,0,NULL,1,Banking,"OFFER FINANCIAL INSURANCE ADVICE TO THE CLIENTS
ASSIST AT THE SWITCH BOARD",534
196,Mantrac Ghana Limited,warehouse Assistant,Dec-2009,Mar-2012,0,NULL,3,Logistics,perform all aspects of running a warehouse,5549
743,ROYAL UNITED NIGERIAL LIMITED,SALES EXECUTIVE,May-2010,Jun-2012,NULL,NULL,2,Merchandising,"•	Use of creative and innovative mind set to develop new sales awareness
•	Liaise with customer as assigned and required on sales and related matters.
•	Review customers needs and objectives
•	Management of client account and portfolio
•	Negotiate terms of sales and price and provide post transactional reinforcement through follow up interaction.
",2460
198,Unilever Nigeria,Chanage Management,Jan-2011,Jun-2012,3.8,NULL,1,Food,"â€¢	Apply structured Change Management approach and methodology to the business transformation project for Central Africa (WA/ESA).
â€¢	Develop and implement Change Management strategy based on situational awareness of the details of change and various impacted group by the change.
â€¢	Identify potential people side risks and anticipate points of resistance and develop approaches and plans to mitigate and address all concerns.
â€¢	Conduct Change impact assessment, readiness assessments, analyse results and present findings in a logical and easy to understand manner.
â€¢	Develop and track a set of actionable targeted Change Management plans â€“ to include communications plan, stakeholder management plan, training plan, coaching plan to manage all processes, systems and people during the change project.
â€¢	Recruitment of Training Coordinators and Process Experts across Tracks
â€¢	Deliver 217 End User Training sessions within two sites  in line with Project timelines
â€¢	Ensure the team to be turbo charged by the new performance culture. Immediate Manager Effectiveness to improve to deliver Project OTIF. PDP Cycle fully completed on schedule.
â€¢	Develop and implement Go-Live Communication Plan.
â€¢	Support the execution of plans by employee and managers with the business engagements
â€¢	Create and manage measurement systems to track adoption, utilization and proficiency of individual changes.
â€¢	Indentify resistance and performance gaps, and work to develop and implement corrective actions.
â€¢	Create an enabling reinforcement mechanism and celebrate success.
â€¢	Create and manage all training data.
â€¢	Engage Key users on their roles and responsibilities post go-live
â€¢	Conduct Leadership alignment workshops and implement action plans
â€¢	Work with the communications team to actualize the communications plan within the entire phase of the project so as to sustain the right behavior to land the change.
â€¢	Work with the project team to integrate change management activities into the overall project plan during specific activities from the pre-deployment stage till end of intensive care period.
â€¢	Work with the HR Business Partners team to implement Organisation Alignment as a result of changes in roles, creation of new role and responsibilities for future date to support the new system.
â€¢	Work with all CPLs on developing Change Impact Assessment, Integrated Testing plan and scripts, User Acceptance testing script, scope and timing, End User Training and  Business Simulation steps, scenarios and timings.
â€¢	Build capabilities vis-Ã -vis business process and the new ways of working with all stakeholders.
â€¢	Drive and implement all Performance Management Culture within the system.
â€¢	Handle all 3rd party contractors
â€¢	Handle all Industrial Relations matters ( i.e. liaise with Labor Unions on how best possible we will gradually introduce the change within the system)



CIA Execution across Tracks
â€¢	Responsible for formulating an action plan to close required actions across tracks on a monthly basis.
TTT, ITC, UAT & EUT Execution
â€¢	Responsible for adapting a holistic training schedule to ensure strict compliance to training and quality ensuring seasoned trainer emerging from each session
Project Management execution
â€¢	Responsible for ensuring timeline for each project phase is adhered to and also ensuring all gate criteria for each phase were met accordingly with critical show stoppers identified and executed as planned
â€¢	Ensure all people welfare was well managed with locals and expatriates. 

Key Achievements:
â€¢	Achieved required Change Management deliverables quarterly on the cumulative on tine and in full.
â€¢	Closed required actions to mitigate against identified risks within the Business through focus group sessions
â€¢	Achieved buy-in of all respective stakeholders within and outside of the business to embrace the change
â€¢	Successfully implemented a stakeholder management plan ensuring the Leadership team is constantly carried along within each phase of the project.
â€¢	Achieved success in running the TTT sessions within the strict time frame.
â€¢	Constantly received commendations from the Business
â€¢	All gate criteria are being met and deliverable for each phase of implementation achieved
â€¢	Achieved success in People Management (ability to build a formidable team in order to achieve required targets with the team still intact).
â€¢	Achieved high level capability development within the team and in the Business.
â€¢	Achieved a high level of knowledge retention within the system.",289
