State,Country,DOB,Sex,MaritalStatus,RegDate,advertmeans,yr_exp,no,Experience,Specialization,Courselevel
Kenya,Kenya,34,Male,Married,2011-12-12 00:00:00,,0,6133,3,NGO,Bsc
C̫te d'Ivoire,Cote d ivoire,47,Male,Single,2011-12-12 00:00:00,,0,2156,0,NGO,Bsc
Ashanti Region,Ghana,32,Male,Single,2011-12-12 00:00:00,,0,3959,0,NGO,Bsc
littoral,Cameroon,36,Female,Single,2011-12-12 00:00:00,,0,5663,0,NGO,BA
DAKAR,Senegal,33,Female,Single,2011-12-12 00:00:00,,0,4512,0,NGO,BA
LAGOS,Nigeria,35,Male,Married,2011-12-12 00:00:00,,0,6174,0,NGO,HND
DAKAR,Senegal,33,Female,Single,2011-12-12 00:00:00,,0,1615,0,NGO,HND
Nairobi,Kenya,34,Male,Single,2011-12-12 00:00:00,,0,1266,0,NGO,HND
Rivers State,Nigeria,36,Female,Single,2011-12-12 00:00:00,,0,1335,0,NGO,HND
Limbe,Malawi,35,Male,Married,2011-12-12 00:00:00,,0,1786,0,NGO,HND
TEMA,Ghana,33,Male,Single,2011-12-12 00:00:00,,0,1715,0,NGO,HND
Africa,Kenya,31,Female,,2011-12-12 00:00:00,,0,4723,0,NGO,HND
South Africa,South Africa,29,Female,Single,2011-12-12 00:00:00,,0,5412,0,NGO,HND
Rivers,Nigeria,34,Female,Single,2011-12-12 00:00:00,,0,1195,1,Marketing,Bsc
lagos,Nigeria,36,Male,Single,2011-12-12 00:00:00,,0,1890,0,Marketing,Bsc
accar,Ghana,41,Male,Married,2011-12-12 00:00:00,,0,4120,0,Marketing,HND
lagos,Nigeria,34,Male,Single,2011-12-12 00:00:00,,0,1142,0,Marketing,Bsc
Lagos,Nigeria,41,Male,Married,2011-12-12 00:00:00,,0,2465,0,Marketing,Bsc
NO,Ethiopia,31,Male,Single,2011-12-12 00:00:00,,0,5974,4,Management,MA
Gigiri,Kenya,35,Male,Single,2011-12-12 00:00:00,,0,1587,0,Management,MA
lagos state,Nigeria,37,Male,Single,2011-12-12 00:00:00,,0,663,0,Management,MA
Lagos,Nigeria,28,Male,Single,2011-12-12 00:00:00,,0,933,0,IT-Hardware,Bsc
lagos,Nigeria,33,Male,Single,2011-12-12 00:00:00,,0,2313,3,IT-Software,Bsc
Lome,Togo,41,Male,Married,2011-12-12 00:00:00,,0,838,9,Banking,Bsc
ogun,Nigeria,46,Male,Married,2011-12-12 00:00:00,,0,494,0,Banking,Bsc
Lagos,Nigeria,30,Male,Single,2011-12-12 00:00:00,,0,4069,0,Banking,Bsc
Lagos,Nigeria,49,Male,Married,2011-12-12 00:00:00,,0,3532,0,Banking,Bsc
N/R,Ghana,32,Male,Single,2011-12-12 00:00:00,,0,3035,0,Banking,BA
Centre,Cameroon,39,Male,Single,2011-12-12 00:00:00,,0,2557,0,Banking,Msc
Lagos,Niue,27,Female,Single,2011-12-12 00:00:00,,0,5337,0,Medical,Bsc
Greater Accra,Ghana,40,Male,Single,2011-12-12 00:00:00,,0,4454,0,Medical,Bsc
Lagos,Nigeria,40,Male,Married,2011-12-12 00:00:00,,0,4283,4,Banking,HND
Senegal,Senegal,37,Female,Married,2011-12-12 00:00:00,,0,746,0,Banking,HND
Lagos,Nigeria,30,Male,Single,2011-12-12 00:00:00,,0,234,0,Banking,HND
rivers,Nigeria,33,Male,Single,2011-12-12 00:00:00,,0,2351,0,Banking,HND
ABIA,Nigeria,34,Female,Married,2011-12-12 00:00:00,,0,1905,0,Banking,HND
Osun,Nigeria,32,Female,Single,2011-12-12 00:00:00,,0,2584,8,Marketing,Bsc
oyo,Nigeria,38,Male,Married,2011-12-12 00:00:00,,0,2016,-72,Education,Bsc
lagos,Nigeria,32,Female,Single,2011-12-12 00:00:00,,0,4797,4,Marketing,Bsc
abuja,Nigeria,36,Male,Single,2011-12-12 00:00:00,,0,1866,0,Marketing,Bsc
Dire Dawa,Ethiopia,29,Male,Single,2011-12-12 00:00:00,,0,709,3,Engineering,Bsc
Tamilnadu,India,28,Male,Single,2011-12-12 00:00:00,,0,5721,0,Engineering,Bsc
Lagos,Nigeria,29,Male,Single,2011-12-12 00:00:00,,0,1096,0,Engineering,Bsc
Osun,Nigeria,34,Male,Single,2011-12-12 00:00:00,,0,4993,4,Engineering,Bsc
Ziguinchor,Senegal,44,Male,Single,2011-12-12 00:00:00,,0,1019,0,Engineering,Bsc
Benue State,Nigeria,31,Female,Single,2011-12-12 00:00:00,,0,820,0,Engineering,Bsc
FCT,Nigeria,34,Female,Single,2011-12-12 00:00:00,,0,5743,1,Secreatry,Bsc
Ogun State,Nigeria,38,Male,Married,2011-12-12 00:00:00,,0,2182,2,Marketing,Bsc
LAGOS,Nigeria,32,Male,Single,2011-12-12 00:00:00,,0,1050,1,Advertising,Bsc
Addis Ababa,Ethiopia,36,Female,Married,2012-02-28 00:00:00,,0,2513,0,Advertising,Bsc
LAGOS,Nigeria,42,Male,Married,2012-02-28 00:00:00,,0,5079,-2012,Finance,Bsc
Lagos,Nigeria,33,Male,Single,2012-02-28 00:00:00,,0,2902,1,Food,Bsc
Abia State,Nigeria,33,Female,Single,2012-02-28 00:00:00,,0,5107,0,Food,Bsc
llagos,Nigeria,31,Male,Single,2012-02-28 00:00:00,,0,5806,1,Banking,Bsc
lagos,Nigeria,40,Male,Married,2012-02-29 00:00:00,,0,5907,3,Banking,Bsc
lagos,Nigeria,24,Female,Single,2012-02-29 00:00:00,,0,1101,0,Banking,Bsc
Lagos,Nigeria,38,Male,Married,2012-02-29 00:00:00,,0,559,1,HR,MBA
Kotobe,Ethiopia,40,Male,Single,2012-02-29 00:00:00,,0,2732,1,Engineering,MBA
Abuja,Nigeria,30,Female,Single,2012-02-29 00:00:00,,0,5864,0,Engineering,MBA
senegal,Senegal,41,Male,Single,2012-02-29 00:00:00,,0,784,0,Engineering,MBA
Ogun State,Nigeria,38,Male,Single,2012-02-29 00:00:00,,0,3011,2,Finance,HND
Delta,Nigeria,37,Male,Single,2012-02-29 00:00:00,,0,4129,0,Finance,Bsc
LAGOS,Nigeria,38,Male,Single,2012-02-29 00:00:00,,0,4814,0,Finance,Bsc
Greater Accra,Ghana,40,Male,Single,2012-03-01 00:00:00,,0,4951,0,Finance,Bsc
Ghana,Ghana,31,Male,Single,2012-03-01 00:00:00,,0,1852,0,Finance,Bsc
tigray,Ethiopia,38,Male,Married,2012-03-02 00:00:00,,0,735,0,Finance,Bsc
Lagos,Nigeria,36,Male,Single,2012-03-02 00:00:00,,0,1717,1,Engineering,Bsc
western,Ghana,37,Male,Married,2012-03-04 00:00:00,,0,5549,3,Logistics,HND
Lagos,Nigeria,34,Female,Single,2012-03-04 00:00:00,,0,6128,0,Logistics,BA
OYO,Nigeria,31,Male,Single,2012-03-04 00:00:00,,0,2460,3,Merchandising,HND
LAGOS STATE,Nigeria,33,Male,Single,2012-03-05 00:00:00,,0,5573,0,Merchandising,HND
ogun,Nigeria,30,Female,Married,2012-03-05 00:00:00,,0,3282,0,Merchandising,B.Tech
Grater Accra,Ghana,42,Male,Single,2012-03-06 00:00:00,,0,5707,0,Merchandising,B.Tech
Osun,Nigeria,30,Female,Married,2012-03-07 00:00:00,,0,1302,1,HR,B.Tech
Dakar,Senegal,43,Male,Married,2012-03-07 00:00:00,,0,3005,0,HR,B.Tech
Lagos,Nigeria,39,Male,Single,2012-03-07 00:00:00,,0,5825,5,Finance,Bsc
zomba,Malawi,57,Female,Married,2012-03-08 00:00:00,,0,3574,2,Medical,Bsc
ACCRA,Ghana,35,Female,Single,2012-03-08 00:00:00,,0,3850,0,Medical,Bsc
Malawi,Malawi,44,Male,Married,2012-03-08 00:00:00,,0,5315,8,Engineering,Bsc
Senegal,Senegal,39,Female,Married,2012-03-09 00:00:00,,0,763,-72,Secreatry,MA
Afrique,Senegal,34,Female,Single,2012-03-09 00:00:00,,0,6139,0,Secreatry,MA
WESTERN REGION,Ghana,32,Male,Single,2012-03-09 00:00:00,,0,2756,0,Secreatry,MA
Addis Ababa,Ethiopia,47,Male,Single,2012-03-10 00:00:00,,0,3012,5,Education,HND
DAKAR,Senegal,35,Male,Single,2012-03-11 00:00:00,,0,3813,0,Education,HND
"Lagos, Nigeria",Nigeria,35,Male,Single,2012-03-11 00:00:00,,0,4231,0,Education,HND
greater accra region,Ghana,46,Male,Married,2012-03-11 00:00:00,,0,968,0,Education,HND
LITTORAL,Cameroon,39,Male,Single,2012-03-12 00:00:00,,0,1097,0,Education,HND
Ghana,Ghana,36,Female,Single,2012-03-12 00:00:00,,0,3331,0,Education,HND
N/R,Ghana,30,Male,Single,2012-03-12 00:00:00,,0,5766,1,Medical,HND
Lagos,Nigeria,37,Male,Single,2012-03-12 00:00:00,,0,5933,2,HR,Bsc
dakar,Senegal,47,Male,Married,2012-03-12 00:00:00,,0,741,0,HR,Bsc
Albania,Afghanistan,29,1,Single,2012-03-12 00:00:00,,0,5094,0,HR,Bsc
Puntland,Somalia,31,Male,Married,2012-03-13 00:00:00,,0,3570,0,HR,Bsc
Lagos,Nigeria,28,Female,Single,2012-03-13 00:00:00,,0,3779,0,HR,B.Tech
Delta,Nigeria,50,Male,Married,2012-03-13 00:00:00,,0,2339,0,HR,B.Tech
Ghana,Ghana,43,Male,Married,2012-03-13 00:00:00,,0,2635,0,HR,B.Tech
Addis Ababa,Ethiopia,33,Male,Married,2012-03-14 00:00:00,,0,856,0,HR,BA
Addis Abeba,Ethiopia,43,Male,,2012-03-14 00:00:00,,0,4100,0,HR,BA
Ghana,Ghana,36,Male,,2012-03-14 00:00:00,,0,1139,-75,Finance,Msc
Greater Accra Region,Ghana,36,Female,Single,2012-03-14 00:00:00,,0,5685,0,Finance,Msc
rivers state,Nigeria,39,Female,,2012-03-14 00:00:00,,0,4263,6,Marketing,MBA
lagos,Afghanistan,83,Male,Single,2012-03-15 00:00:00,,0,5540,0,Marketing,Bsc
accra,Ghana,31,Female,Single,2012-03-15 00:00:00,,0,3684,2,NGO,BA
GREATHER ACCRA,Ghana,31,Female,Single,2012-03-15 00:00:00,,0,5233,0,NGO,BA
OYO,Nigeria,38,Male,Single,2012-03-15 00:00:00,,0,1669,-75,Marketing,HND
GA,Ghana,33,Male,Single,2012-03-15 00:00:00,,0,1090,-222,Finance,Bsc
lagos,Nigeria,32,Male,Single,2012-03-15 00:00:00,,0,4028,0,Finance,Bsc
western,Ghana,30,Female,Single,2012-03-15 00:00:00,,0,2401,0,Finance,BA
Central Region,Ghana,28,Male,Single,2012-03-15 00:00:00,,0,3129,0,Finance,Bsc
Nairobi,Kenya,31,Male,,2012-03-15 00:00:00,,0,6210,0,Finance,Bsc
Edo state,Nigeria,32,Male,Married,2012-03-15 00:00:00,,0,4467,0,Finance,Bsc
Lagos,Nigeria,35,Female,Single,2012-03-15 00:00:00,,0,3327,0,Finance,Bsc
Greater Accra,Ghana,43,Male,Married,2012-03-16 00:00:00,,0,5809,-75,Marketing,Bsc
dakar,Senegal,47,Male,Married,2012-03-16 00:00:00,,0,1412,0,Marketing,Bsc
botswana,Botswana,36,Female,Single,2012-03-16 00:00:00,,0,2930,0,Marketing,Bsc
Cotonou,Benin,25,Female,Single,2012-03-16 00:00:00,,0,2655,0,Marketing,Bsc
showa,Ethiopia,37,Female,,2012-03-17 00:00:00,,0,1666,0,Marketing,Bsc
ac,Ghana,33,Male,Single,2012-03-18 00:00:00,,0,4906,0,Marketing,Bsc
Ashanti Region,Ghana,31,Female,Single,2012-03-18 00:00:00,,0,3265,1,Construction,Bsc
n/a,Kenya,32,Male,Single,2012-03-18 00:00:00,,0,1082,2,Engineering,B.Eng
Nairobi,Kenya,37,Female,,2012-03-19 00:00:00,,0,4299,0,Engineering,B.Eng
Lagos,Nigeria,38,Male,Single,2012-03-19 00:00:00,,0,6146,7,Finance,Bsc
addis ababa,Ethiopia,32,Female,Single,2012-03-19 00:00:00,,0,3340,2,IT-Software,HND
senegal,Senegal,38,Male,Married,2012-03-19 00:00:00,,0,5467,0,IT-Software,HND
FCT Abuja,Nigeria,30,Male,Single,2012-03-20 00:00:00,,0,6087,1,Finance,Msc
greater accra,Ghana,39,Male,Single,2012-03-20 00:00:00,,0,2835,0,Finance,Msc
S̩n̩gal,Senegal,32,Male,Single,2012-03-20 00:00:00,,0,4654,0,Finance,Msc
Greater Accra,Ghana,31,Male,Single,2012-03-20 00:00:00,,0,2982,1,Media,BA
Uganda,Ukraine,32,Male,Single,2012-03-21 00:00:00,,0,6031,1,IT-Project,MBA
Ghana,Ghana,49,Male,Married,2012-03-21 00:00:00,,0,1556,0,IT-Project,MBA
Blantyre,Malawi,35,Male,Single,2012-03-21 00:00:00,,0,260,0,IT-Project,MBA
koforidua,Ghana,32,Male,Single,2012-03-21 00:00:00,,0,5035,0,IT-Project,MBA
Ashanti,Ghana,36,Male,Single,2012-03-21 00:00:00,,0,1834,8,Banking,MBA
RIVERS,Nigeria,35,Female,Married,2012-03-21 00:00:00,,0,3175,0,Banking,MBA
Imo,Nigeria,38,Female,Single,2012-03-21 00:00:00,,0,5471,0,Banking,Bsc
rivers state,Nigeria,28,Female,Single,2012-03-21 00:00:00,,0,4037,0,Banking,Bsc
Ghana,Ghana,33,Male,Single,2012-03-22 00:00:00,,0,2470,0,Advertising,BA
Achimota,Ghana,30,Male,Single,2012-03-22 00:00:00,,0,1319,-76,HR,Bsc
Greater Accra,Ghana,41,Male,Married,2012-03-22 00:00:00,,0,4806,9,Banking,Bsc
RIVERS,Nigeria,36,Female,Single,2012-03-22 00:00:00,,0,807,0,Banking,Bsc
DELTA STATE,Nigeria,30,Male,Single,2012-03-22 00:00:00,,0,5208,0,Banking,Bsc
Upper East Region,Ghana,34,Male,Single,2012-03-22 00:00:00,,0,1332,6,NGO,BA
Centrall,Ghana,40,Male,Married,2012-03-23 00:00:00,,0,2504,5,Finance,Bsc
Rivers,Nigeria,5,Male,Single,2012-03-23 00:00:00,,0,3026,3,Consulting,MBA
accra,Ghana,39,Male,Single,2012-03-23 00:00:00,,0,486,0,Consulting,MBA
addis abeba,Ethiopia,32,Female,Single,2012-03-23 00:00:00,,0,2208,0,Consulting,MBA
kigali,Rwanda,31,Male,Single,2012-03-23 00:00:00,,0,3983,0,Consulting,B.Eng
Ashanti,Ghana,33,Male,Single,2012-03-24 00:00:00,,0,4780,0,Consulting,B.Eng
lagos,Nigeria,35,Male,Married,2012-03-25 00:00:00,,0,961,-76,Telecoms,Bsc
Greater Accra,Ghana,38,Female,Married,2012-03-26 00:00:00,,0,5561,0,Telecoms,MBA
Rivers State,Nigeria,30,Female,Single,2012-03-26 00:00:00,,0,5984,0,Telecoms,Bsc
Abidjan,Cote D'ivoire,58,Male,Single,2012-03-26 00:00:00,,0,1290,0,Telecoms,Bsc
Mauritius,Mauritius,48,Male,Married,2012-03-26 00:00:00,,0,1523,0,Telecoms,Bsc
bw,Botswana,25,Male,Single,2012-03-26 00:00:00,,0,1108,0,Telecoms,Bsc
Botswana,Botswana,29,Female,Single,2012-03-27 00:00:00,,0,1510,0,Telecoms,Bsc
ACCRA,Ghana,34,Male,Single,2012-03-27 00:00:00,,0,4552,0,Telecoms,HND
Lagos,Nigeria,36,Male,Single,2012-03-28 00:00:00,,0,3266,0,Telecoms,Bsc
LESOTHO,Lesotho,40,Female,Married,2012-03-28 00:00:00,,0,498,0,Telecoms,MA
GHANA,Ghana,5,Male,Single,2012-03-28 00:00:00,,0,5229,0,Telecoms,MBA
kenya,Kenya,40,Male,Married,2012-03-28 00:00:00,,0,174,0,Telecoms,MBA
Western Region,Ghana,29,Female,Single,2012-03-29 00:00:00,,0,1076,2,Maritime,HND
oromiya,Ethiopia,47,Male,Married,2012-03-30 00:00:00,,0,1022,0,Maritime,HND
Greater Accra,Ghana,38,Male,Single,2012-03-30 00:00:00,,0,5531,0,Maritime,HND
Greater Accra,Ghana,37,Male,Single,2012-03-30 00:00:00,,0,3918,0,Maritime,OND
accra,Ghana,28,Male,Single,2012-03-31 00:00:00,,0,5119,0,Maritime,OND
Lagos,Nigeria,34,Male,Single,2012-03-31 00:00:00,,0,6143,1,Secreatry,Bsc
Rivers State,Nigeria,35,Male,Single,2012-03-31 00:00:00,,0,5102,1,Banking,Bsc
Lagunes,Cote D\\,64,Male,Married,2012-04-01 00:00:00,,0,5044,0,Banking,Bsc
Rivers,Nigeria,38,Male,Married,2012-04-01 00:00:00,,0,1637,0,Banking,Bsc
GAR,Ghana,37,Male,,2012-04-02 00:00:00,,0,5494,5,Site Engineering,Bsc
N/A,Ghana,33,Male,Single,2012-04-02 00:00:00,,0,980,0,Site Engineering,Bsc
Accra,Ghana,36,Male,,2012-04-03 00:00:00,,0,2652,2,Logistics,BA
koforidua,Ghana,33,Male,Single,2012-04-03 00:00:00,,0,1756,1,Production,Bsc
Greater Accra,Ghana,42,Male,Single,2012-04-03 00:00:00,,0,4503,0,Production,Bsc
ILLINOIS,Ghana,34,Male,Single,2012-04-03 00:00:00,,0,536,0,Production,Bsc
Senegal,Senegal,38,Male,Married,2012-04-04 00:00:00,,0,2047,0,Production,Bsc
Zimbabwe,Zimbabwe,34,Male,Married,2012-04-04 00:00:00,,0,281,0,Production,Bsc
GAR,Ghana,34,Male,Married,2012-04-04 00:00:00,,0,734,0,Banking,Bsc
Bahir Dar,Ethiopia,36,Female,Single,2012-04-05 00:00:00,,0,5570,0,Banking,HND
Accra,Ghana,31,Male,Single,2012-04-05 00:00:00,,0,5372,2,Production,HND
Kisumu,Kenya,29,Male,Single,2012-04-06 00:00:00,,0,4498,2,Hospitality,Bsc
Abia,Nigeria,33,Female,Single,2012-04-06 00:00:00,,0,1832,2,NGO,LLB
thies,Senegal,33,Male,Married,2012-04-07 00:00:00,,0,4061,0,NGO,LLB
LAGOS,Nigeria,36,Female,Single,2012-04-08 00:00:00,,0,4802,8,Banking,Bsc
Lagos,Nigeria,42,Male,Single,2012-04-08 00:00:00,,0,6050,12,Oil & Gas,B.Eng
Kenya,Kenya,29,Male,Single,2012-04-09 00:00:00,,0,2038,0,Oil & Gas,B.Eng
kenya,Kenya,54,Male,Married,2012-04-09 00:00:00,,0,4160,0,Oil & Gas,MBA
Greater Accra,Ghana,38,Male,Single,2012-04-09 00:00:00,,0,4491,0,Oil & Gas,HND
Lagos,Nigeria,38,Male,Single,2012-04-10 00:00:00,,0,3880,-73,Finance,Bsc
Kisumu,Kenya,33,Male,Single,2012-04-10 00:00:00,,0,658,6,Finance,OND
Greater Accra Region,Ghana,43,Female,Married,2012-04-10 00:00:00,,0,955,0,Finance,OND
Edo,Nigeria,30,Male,Single,2012-04-10 00:00:00,,0,2118,2,Engineering,B.Eng
nil,Botswana,29,Male,Single,2012-04-10 00:00:00,,0,6135,0,Engineering,B.Eng
West-Africa,Ghana,43,Male,Married,2012-04-11 00:00:00,,0,704,0,Engineering,B.Eng
Niger,Niger,45,Male,Married,2012-04-11 00:00:00,,0,1781,0,Engineering,B.Eng
abuja,Nigeria,33,Male,Single,2012-04-11 00:00:00,,0,1767,0,Engineering,B.Eng
lagos,Nigeria,33,Female,Single,2012-04-11 00:00:00,,0,1845,0,Engineering,Bsc
Nigeria,Nigeria,29,Male,Single,2012-04-11 00:00:00,,0,5949,0,Engineering,Bsc
Cairo,Egypt,38,Male,Married,2012-04-12 00:00:00,,0,5488,-2001,Finance,MBA
Lagos,Nigeria,36,Female,Married,2012-04-12 00:00:00,,0,5197,4,Marketing,Bsc
kumasi,Ghana,33,Female,Single,2012-04-12 00:00:00,,0,4193,0,Marketing,Bsc
GT Accra,Ghana,40,Female,Single,2012-04-12 00:00:00,,0,5155,0,Marketing,Bsc
tema,Ghana,35,Male,Single,2012-04-12 00:00:00,,0,1859,0,Marketing,Bsc
ASHANTI REGION,Ghana,38,Male,Single,2012-04-12 00:00:00,,0,2473,0,Marketing,Bsc
Lagos state,Nigeria,30,Female,Single,2012-04-12 00:00:00,,0,5270,0,Marketing,Bsc
Ndogbong,Cameroon,33,Male,Single,2012-04-13 00:00:00,,0,5259,0,Marketing,Bsc
eastern,Uganda,26,Male,Single,2012-04-13 00:00:00,,0,4766,0,Marketing,Bsc
Ashanti Region,Ghana,34,Male,Single,2012-04-13 00:00:00,,0,2191,0,Marketing,Bsc
Accra,Ghana,28,Female,Single,2012-04-13 00:00:00,,0,6185,0,Marketing,Bsc
GHANA-ACCRA,Ghana,29,Male,Single,2012-04-13 00:00:00,,0,6142,2,Secreatry,Bsc
western region,Ghana,41,Male,Single,2012-04-14 00:00:00,,0,392,0,Secreatry,Bsc
S̩n̩gal,Senegal,39,Male,Single,2012-04-14 00:00:00,,0,4720,0,Secreatry,Bsc
Kenya,Kenya,27,Female,Single,2012-04-14 00:00:00,,0,2186,0,Secreatry,Bsc
Cameroon,Cameroon,29,Male,Single,2012-04-15 00:00:00,,0,3425,0,Secreatry,HND
Greather Accra,Ghana,32,Male,Single,2012-04-15 00:00:00,,0,2893,0,Secreatry,HND
Greater Accra,Ghana,32,Female,Single,2012-04-16 00:00:00,,0,4972,0,Secreatry,HND
Greater Accra,Ghana,39,Male,Married,2012-04-16 00:00:00,,0,1962,0,Secreatry,HND
Accra,Ghana,39,Male,Married,2012-04-16 00:00:00,,0,4300,24,Finance,HND
Lovington,Kenya,35,Female,Single,2012-04-17 00:00:00,,0,2948,0,Finance,HND
Dar se salaam,"Tanzania, United Republic of",31,Female,Single,2011-12-12 00:00:00,,0,4778,0,Finance,HND
Ghana,Ghana,6,Female,Single,2011-12-12 00:00:00,,0,2133,0,Finance,HND
Graeter Accra,Ghana,30,Female,Single,2011-12-12 00:00:00,,0,5688,0,Finance,HND
plateau,Nigeria,45,Male,Married,2011-12-12 00:00:00,,0,1755,0,Finance,HND
GA - Georgia,United States,52,Female,Single,2011-12-12 00:00:00,,0,2091,0,Finance,Bsc
enugu state,Nigeria,31,Male,Single,2011-12-12 00:00:00,,0,3523,0,Finance,Bsc
Nairobi County,Kenya,50,Female,Single,2011-12-12 00:00:00,,0,5923,0,Finance,Bsc
LAGOS,Nigeria,34,Male,Single,2011-12-12 00:00:00,,0,1470,9,Banking,HND
LAGOS,Nigeria,36,Male,Single,2011-12-12 00:00:00,,0,4230,0,Banking,HND
LAGOS,Nigeria,36,Male,Single,2011-12-12 00:00:00,,0,659,6,Finance,Bsc
lagos,Nigeria,32,Male,Single,2011-12-12 00:00:00,,0,1174,3,Logistics,Bsc
Enugu,Nigeria,37,Female,Married,2011-12-12 00:00:00,,0,319,0,Logistics,Bsc
Lagos State,Nigeria,32,Female,Single,2011-12-12 00:00:00,,0,1792,0,Logistics,Bsc
plateau state,Nigeria,35,Male,Single,2011-12-12 00:00:00,,0,1974,1,Finance,HND
Akwa Ibom,Nigeria,28,Female,Single,2011-12-12 00:00:00,,0,5356,0,Finance,HND
Anambra,Nigeria,31,Female,Single,2011-12-12 00:00:00,,0,5373,0,Finance,HND
Abia,Nigeria,32,Male,Single,2011-12-12 00:00:00,,0,3246,1,Marketing,B.Tech
Lagos,Nigeria,38,Male,Married,2011-12-12 00:00:00,,0,2987,2,Marketing,B.Tech
lagos,Nigeria,33,Male,Single,2011-12-12 00:00:00,,0,1205,-2012,Finance,Bsc
DELTA,Nigeria,44,Male,Married,2011-12-12 00:00:00,,0,3943,0,Finance,HND
Cote d'ivoire,Cote D'ivoire,40,Male,Married,2011-12-12 00:00:00,,0,3074,0,Finance,HND
Lagos,Nigeria,32,Male,Single,2011-12-12 00:00:00,,0,1190,2,Finance,Bsc
lagos,Nigeria,33,Female,Single,2011-12-12 00:00:00,,0,6121,0,Finance,Bsc
Lagos,Nigeria,36,Female,Single,2011-12-12 00:00:00,,0,4206,3,Construction,Bsc
F.C.T,Nigeria,47,Male,Married,2011-12-12 00:00:00,,0,3405,20,HR,BA
Kaduna,Nigeria,41,Female,Single,2011-12-12 00:00:00,,0,1088,3,Secreatry,HND
ENUGU,Nigeria,38,Female,Married,2011-12-12 00:00:00,,0,257,0,Secreatry,HND
lagos,Nigeria,33,Male,Single,2012-04-25 00:00:00,,0,4658,1,Finance,HND
Rivers,Nigeria,37,Female,Married,2012-04-25 00:00:00,,0,3651,0,Finance,Bsc
Lagos,Nigeria,33,Male,Single,2012-04-25 00:00:00,,0,654,4,IT-Hardware,Bsc
Rivers,Nigeria,35,Male,Single,2012-04-26 00:00:00,,0,1107,0,IT-Hardware,Bsc
f.c.t,Nigeria,33,Female,Single,2012-04-26 00:00:00,,0,5511,2,Finance,Bsc
LAGOS,Nigeria,39,Male,Married,2012-04-26 00:00:00,,0,4338,8,Finance,Bsc
lagos,Nigeria,36,Male,Single,2012-04-26 00:00:00,,0,4992,1,Oil &amp; Gas,B.Tech
Lagos,Nigeria,41,Male,Married,2012-04-26 00:00:00,,0,5231,21,Security,Bsc
LAGOS,Nigeria,32,Female,Married,2012-04-26 00:00:00,,0,5998,2,Medical,Bsc
imo state,Nigeria,37,Male,Single,2012-04-26 00:00:00,,0,2592,0,Medical,Bsc
Abia ,Nigeria,28,Female,Single,2012-04-26 00:00:00,,0,2518,0,Medical,Bsc
lagos,Nigeria,30,Female,Married,2012-04-26 00:00:00,,0,399,1,Finance,Bsc
oyo,Nigeria,36,Male,Single,2012-04-26 00:00:00,,0,3444,0,Finance,Bsc
OYO,Nigeria,32,Male,Single,2012-04-26 00:00:00,,0,1499,1,Medical,BA
nasarawa,Nigeria,32,Male,Single,2012-04-26 00:00:00,,0,3802,0,Medical,BA
luanda,Angola,37,Male,Single,2012-04-27 00:00:00,,0,3039,0,Medical,BA
OSUN STATE,Nigeria,33,Male,Single,2012-04-27 00:00:00,,0,3079,0,Medical,BA
Lagos,Nigeria,34,Female,Single,2012-04-27 00:00:00,,0,3125,0,Medical,Bsc
RIVERS,Nigeria,38,Male,Married,2012-04-27 00:00:00,,0,3300,-1994,Oil &amp; Gas,Bsc
Lagos,Nigeria,34,Female,Single,2012-04-27 00:00:00,,0,3689,2,Management,BA
Niger,Nigeria,35,Male,Single,2012-04-27 00:00:00,,0,1634,0,Management,BA
zamfara,Nigeria,39,Male,Married,2012-04-28 00:00:00,,0,2492,0,Management,BA
Lagos,Nigeria,39,Male,Married,2012-04-28 00:00:00,,0,4989,0,Management,HND
Lagos,Nigeria,32,Female,Married,2012-04-29 00:00:00,,0,2525,1,Site Engineering,B.Eng
lagos,Nigeria,31,Male,Single,2012-04-29 00:00:00,,0,2249,2,Finance,Bsc
Enugu,Nigeria,29,Female,Single,2012-04-29 00:00:00,,0,1723,0,Finance,Bsc
AKWA IBOM STATE,Nigeria,36,Male,Single,2012-04-29 00:00:00,,0,5307,0,Finance,Bsc
Botswana,Botswana,30,Male,Single,2012-04-30 00:00:00,,0,2972,0,Finance,Bsc
Cross River,Nigeria,34,Male,Single,2012-04-30 00:00:00,,0,6127,0,Finance,Bsc
Lagos,Nigeria,31,Female,Single,2012-04-30 00:00:00,,0,1264,-2012,Advertising,Bsc
Ethiopian,Ethiopia,28,Female,Single,2012-04-30 00:00:00,,0,3203,0,Advertising,Bsc
ABIDJAN,Cote D'ivoire,32,Male,Single,2012-04-30 00:00:00,,0,5297,0,Advertising,Bsc
east africa,Uganda,33,Female,Married,2012-05-01 00:00:00,,0,4084,-2006,Finance,MBA
lagos,Nigeria,34,Male,Single,2012-05-02 00:00:00,,0,6122,0,Finance,HND
Tanzania,"Tanzania, United Republic of",58,Male,Married,2012-05-02 00:00:00,,0,464,0,Finance,HND
Rivers State,Nigeria,34,Female,Single,2012-05-03 00:00:00,,0,3163,0,Finance,HND
lagos,Nigeria,6,Male,Married,2012-05-03 00:00:00,,0,2255,4,Marketing,HND
Ogun,Nigeria,,Male,Single,2012-05-03 00:00:00,,0,3751,-2010,IT-Hardware,Bsc
